"Player","Pos","Pos2","Team","Opp","Hand","Order","Salary","Projection","SE","DvP","DvP2","DFC","FanGraphs","FantasyPros","lineupLab","numberFire","RotoGrinders","Rotowire","SwishAnalytics","DvPRank","Line","Spread","OU","ParkFactor","Label"
"Andrew Romine","3B","SS","DET","BOS","S",8,2100,5.22,0.4,0,NA,5.65,5.32,5.2,NA,4.7,4.79,5.76,5.09,0,102,0.12,7.5,0.99,"A. Romine"
"Martin Maldonado","C","","LAA","SEA","R",9,2300,5.22,0.83,0,NA,6.9,5.18,4.9,NA,5,4.16,5.23,5.17,0,-114,-0.18,8.5,1.05,"M. Maldonado"
"Craig Gentry","OF","","BAL","NYY","R",1,3900,5.15,2.66,0,NA,0,NA,6,NA,4.9,6.11,7.57,6.32,0,-119,-0.279999999999999,8.5,0.97,"C. Gentry"
"Marco Hernandez","2B","3B","BOS","@DET","L",9,2500,5.14,0.61,0,NA,4.13,5.52,NA,NA,5.5,5.01,5.84,4.86,0,-112,-0.12,7.5,0.99,"M. Hernandez"
"Yulieski Gurriel",NA,NA,NA,NA,NA,NA,NA,5.13,3.42,NA,NA,6.68,7.03,6.8,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Kolten Wong",NA,NA,NA,NA,NA,NA,NA,5.09,3.42,NA,NA,7.27,6.31,6.8,NA,NA,NA,0,NA,NA,NA,NA,NA,1.02,NA
"Jacob May","OF","","CHW","MIN","S",9,3500,5.03,1.14,0,NA,2.65,5.75,5.2,NA,6.1,4.85,5.64,5.03,0,-128,-0.44,8,0.98,"J. May"
"Daniel Robertson","SS","","TBR","TOR","R",7,2400,4.97,0.93,0,NA,3.31,NA,5.6,NA,4.5,5.26,5.82,5.35,0,111,0.3,8,1.04,"D. Robertson"
"Chris Iannetta",NA,NA,NA,NA,NA,NA,NA,4.95,1.52,NA,NA,5.98,NA,3.2,NA,NA,NA,5.66,NA,NA,NA,NA,NA,0.96,NA
"Gregory Bird",NA,NA,NA,NA,NA,NA,NA,4.93,4.85,NA,NA,NA,NA,1.5,NA,NA,NA,NA,8.36,NA,NA,NA,NA,NA,NA
"Aaron Hill","3B","","SFG","@SDP","R",8,2600,4.9,1.88,0,NA,4.77,NA,5.3,NA,6.4,6.28,1.76,NA,0,-155,-0.84,7.5,1.05,"A. Hill"
"Gary Sanchez",NA,NA,NA,NA,NA,NA,NA,4.86,4.32,NA,NA,7.91,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA
"Jarrett Parker",NA,NA,NA,NA,NA,NA,NA,4.84,2.9,NA,NA,5.65,NA,0.7,NA,NA,NA,7.5,5.49,NA,NA,NA,NA,1.05,NA
"Adam Rosales","2B","3B","OAK","@TEX","R",9,2500,4.83,2.94,0,NA,6.21,6.25,0.2,NA,8,5.11,1.29,6.76,0,-115,-0.24,9.5,0.94,"A. Rosales"
"Omar Narvaez","C","","CHW","MIN","L",8,2500,4.81,0.6,0,NA,3.68,5.08,NA,NA,5.4,4.87,5.08,4.77,0,-128,-0.44,8,0.98,"O. Narvaez"
"Delino DeShields","OF","","TEX","OAK","R",NA,3400,4.79,2.3,0,NA,4.72,NA,0.5,NA,5.3,5.56,7.43,5.2,0,105,0.24,9.5,0.94,"D. DeShields"
"Michael A. Taylor",NA,NA,NA,NA,NA,NA,NA,4.79,0,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Marwin Gonzalez","1B","3B","HOU","KCR","S",8,2900,4.77,2.4,0,NA,6.05,6.28,0.8,NA,6.8,5.59,1.85,6.04,0,-190,-1.48,8.5,1,"M. Gonzalez"
"Mark Canha","1B","OF","OAK","@TEX","R",7,3200,4.75,3.01,0,NA,0,6.79,0.9,NA,5.8,5.62,7.03,7.13,0,-115,-0.24,9.5,0.94,"M. Canha"
"Austin Hedges","C","","SDP","SFG","R",7,2500,4.75,0.97,0,NA,3.6,5.27,4.4,NA,3.8,5.18,6.44,4.55,0,145,0.84,7.5,1.05,"A. Hedges"
"Travis d'Arnaud","C","","NYM","MIA","R",8,2700,4.71,2.22,0,NA,NA,5.94,0.8,NA,NA,5.24,6.15,5.44,0,-166,-0.92,7,NA,NA
"Jackie Bradley",NA,NA,NA,NA,NA,NA,NA,4.65,3.15,NA,NA,5.74,NA,1.1,NA,NA,NA,NA,7.11,NA,NA,NA,NA,0.99,NA
"Chris Marrero","1B","OF","SFG","@SDP","R",7,2500,4.62,2.64,0,NA,0,6.28,5.5,NA,6.3,5.02,NA,NA,0,-155,-0.84,7.5,1.05,"C. Marrero"
"Ryan Rua","1B","OF","TEX","OAK","R",8,2700,4.6,2.52,0,NA,4.43,6.57,0.5,NA,7.1,5.96,1.82,5.79,0,105,0.24,9.5,0.94,"R. Rua"
"Adeiny Hechavarria","3B","SS","MIA","@NYM","R",8,2300,4.57,0.6,0,NA,5.05,4.8,4.7,NA,3.8,3.72,5.31,4.61,0,156,0.92,7,1.06,"A. Hechavarria"
"Matt Adams","1B","","STL","CIN","L",4,3000,4.56,2.6,0,NA,5.1,NA,1,NA,7.5,5.28,1.85,6.61,0,-182,-1.3,8,1.02,"M. Adams"
"Chris Stewart","C","","PIT","ATL","R",8,2100,4.55,0.26,0,NA,NA,NA,4.2,NA,4.8,4.69,4.36,4.71,0,-135,-0.56,8,NA,"C. Stewart"
"Caleb Joseph","C","","BAL","NYY","R",9,2500,4.51,0.48,0,NA,4.07,NA,3.8,NA,4.8,4.73,5.07,4.57,0,-119,-0.279999999999999,8.5,0.97,"C. Joseph"
"Scott Van Slyke","OF","","LAD","@COL","R",5,3400,4.49,3.56,0,NA,4.15,8.84,0.9,NA,NA,7.32,1.22,NA,0,-126,-0.5,10,0.83,NA
"Erick Aybar","SS","","SDP","SFG","S",8,2000,4.47,1.99,0,NA,5.03,5.15,0,NA,5.3,4.77,5.74,5.29,0,145,0.84,7.5,1.05,"E. Aybar"
"Matt Joyce",NA,NA,NA,NA,NA,NA,NA,4.47,2.64,NA,NA,6.67,NA,5.2,NA,NA,NA,1.54,NA,NA,NA,NA,NA,0.94,NA
"Andrew Knapp","C","","PHI","WAS","S",7,2800,4.37,1.97,0,NA,0,5.14,4.8,NA,5.6,4.5,5.62,4.92,0,147,0.86,7.5,1,"A. Knapp"
"Josh Phegley","C","","OAK","@TEX","R",8,3200,4.28,2.46,0,NA,3.86,6.24,0.2,NA,6,5.65,1.67,6.31,0,-115,-0.24,9.5,0.94,"J. Phegley"
"Austin Barnes",NA,NA,NA,NA,NA,NA,NA,4.24,2.35,NA,NA,2.8,NA,6.5,NA,NA,NA,1.71,5.95,NA,NA,NA,NA,0.83,NA
"Hanley Ramirez",NA,NA,NA,NA,NA,NA,NA,4.21,3.54,NA,NA,NA,NA,1.7,NA,NA,NA,NA,6.71,NA,NA,NA,NA,NA,NA
"Tyler Saladino",NA,NA,NA,NA,NA,NA,NA,4.16,4.14,NA,NA,7.86,7.57,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Jurickson Profar",NA,NA,NA,NA,NA,NA,NA,4.08,1.45,NA,NA,4.48,NA,4.3,NA,5.5,NA,2.05,NA,NA,NA,NA,NA,0.94,"J. Profar"
"Alex Cobb",NA,NA,NA,NA,NA,NA,NA,4.06,7.03,NA,NA,0,NA,0,NA,NA,NA,NA,12.18,NA,NA,NA,NA,1.01,NA
"Tucker Barnhart","C","","CIN","@STL","S",8,2500,4.01,2.29,0,NA,5.21,5.42,5.2,NA,NA,4.22,0,NA,0,172,1.3,8,1.02,NA
"Jeff Mathis","C","","ARI","CLE","R",8,2100,4.01,1.08,0,NA,3.99,4.87,4.2,NA,4.6,4.15,1.67,4.62,0,176,1.6,9.5,0.96,"J. Mathis"
"Rene Rivera",NA,NA,NA,NA,NA,NA,NA,3.94,1.84,NA,NA,4.65,NA,4.6,NA,5.3,NA,1.23,NA,NA,NA,NA,NA,1.06,"R. Rivera"
"Wilmer Flores","2B","3B","NYM","MIA","R",NA,2900,3.92,3.33,0,NA,6.98,NA,0.3,NA,NA,6.51,1.91,NA,0,-166,-0.92,7,1.06,NA
"Abraham Almonte",NA,NA,NA,NA,NA,NA,NA,3.92,2.83,NA,NA,6.09,NA,1.1,NA,NA,NA,1.88,6.6,NA,NA,NA,NA,0.96,NA
"Chase dArnaud",NA,NA,NA,NA,NA,NA,NA,3.88,0,NA,NA,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA
"Jefry Marte",NA,NA,NA,NA,NA,NA,NA,3.81,3.14,NA,NA,6.51,6.37,0.2,NA,NA,NA,2.15,NA,NA,NA,NA,NA,1.05,NA
"Jesus Sucre","C","","TBR","TOR","R",9,2300,3.79,1.74,0,NA,0,4.6,4.6,NA,4.7,4.65,4.67,3.33,0,111,0.3,8,1.04,"J. Sucre"
"David Freese",NA,NA,NA,NA,NA,NA,NA,3.73,3.85,NA,NA,NA,6.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Enrique Hernandez","2B","OF","LAD","@COL","R",7,3400,3.66,2.98,0,NA,NA,NA,1,NA,NA,6.96,1.27,5.4,0,-126,-0.5,10,NA,NA
"Albert Almora Jr.",NA,NA,NA,NA,NA,NA,NA,3.61,0,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA
"Willson Contreras",NA,NA,NA,NA,NA,NA,NA,3.6,3.55,NA,NA,5.27,7.75,1.4,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"Robinson Chirinos",NA,NA,NA,NA,NA,NA,NA,3.59,3.04,NA,NA,5.55,NA,0.2,NA,NA,NA,1.93,6.68,NA,NA,NA,NA,0.94,NA
"Javier Baez",NA,NA,NA,NA,NA,NA,NA,3.58,3.54,NA,NA,5.36,7.64,1.3,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"Jacoby Ellsbury",NA,NA,NA,NA,NA,NA,NA,3.57,3.54,NA,NA,5.67,NA,1.2,NA,NA,NA,0,7.41,NA,NA,NA,NA,0.97,NA
"Ryan Zimmerman",NA,NA,NA,NA,NA,NA,NA,3.52,3.6,NA,NA,5.05,7.85,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Matt Davidson",NA,NA,NA,NA,NA,NA,NA,3.5,5.06,NA,NA,9.31,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Cheslor Cuthbert",NA,NA,NA,NA,NA,NA,NA,3.48,3.01,NA,NA,5.23,NA,5.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Welington Castillo",NA,NA,NA,NA,NA,NA,NA,3.43,3.22,NA,NA,5.75,6.58,1.4,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97,NA
"Giovanny Urshela",NA,NA,NA,NA,NA,NA,NA,3.4,4.81,NA,NA,0,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA
"Matt Wieters",NA,NA,NA,NA,NA,NA,NA,3.35,3.24,NA,NA,5.56,6.64,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Dustin Garneau","C","","COL","LAD","R",8,3300,3.33,2.44,0,NA,3.52,NA,0.8,NA,NA,5.66,NA,NA,0,116,0.5,10,0.83,NA
"Ben Revere","OF","","LAA","SEA","L",NA,2900,3.33,2.29,0,NA,5.03,NA,0.7,NA,NA,5.46,2.13,NA,0,-114,-0.18,8.5,1.05,NA
"Xander Bogaerts",NA,NA,NA,NA,NA,NA,NA,3.33,4.71,NA,NA,NA,NA,NA,NA,NA,NA,0,6.66,NA,NA,NA,NA,NA,NA
"Josh Harrison",NA,NA,NA,NA,NA,NA,NA,3.27,3.18,NA,NA,5.23,6.65,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Orlando Arcia",NA,NA,NA,NA,NA,NA,NA,3.25,3.79,NA,NA,7.14,5.86,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"Stuart Turner",NA,NA,NA,NA,NA,NA,NA,3.21,2.71,NA,NA,1.93,NA,0,NA,5.5,NA,NA,5.42,NA,NA,NA,NA,1.02,"S. Turner"
"Joey Rickard",NA,NA,NA,NA,NA,NA,NA,3.17,3.24,NA,NA,4.08,7.3,1.3,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97,NA
"Daniel Descalso",NA,NA,NA,NA,NA,NA,NA,3.01,3.27,NA,NA,5.32,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA
"James McCann",NA,NA,NA,NA,NA,NA,NA,3,2.99,NA,NA,4.65,NA,1,NA,NA,NA,0,6.33,NA,NA,NA,NA,0.99,NA
"Chase Utley",NA,NA,NA,NA,NA,NA,NA,2.98,2.62,NA,NA,5.84,NA,0.7,NA,NA,NA,2.39,NA,NA,NA,NA,NA,0.83,NA
"Francisco Cervelli",NA,NA,NA,NA,NA,NA,NA,2.97,2.96,NA,NA,4.64,6.25,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Chris Herrmann",NA,NA,NA,NA,NA,NA,NA,2.92,2.83,NA,NA,6.14,NA,0.8,NA,NA,NA,1.82,NA,NA,NA,NA,NA,0.96,NA
"Guillermo Heredia","OF","","SEA","@LAA","R",9,2500,2.83,2.14,0,NA,3.68,NA,0.5,NA,NA,5.37,1.77,NA,0,104,0.18,8.5,1.05,NA
"Wilmer Difo",NA,NA,NA,NA,NA,NA,NA,2.79,3.13,NA,NA,2.66,7.19,1.3,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Leury Garcia",NA,NA,NA,NA,NA,NA,NA,2.77,2.82,NA,NA,3.45,6.41,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Nick Hundley",NA,NA,NA,NA,NA,NA,NA,2.77,2.98,NA,NA,6.04,NA,0.2,NA,NA,NA,2.07,NA,NA,NA,NA,NA,1.05,NA
"Tim Beckham",NA,NA,NA,NA,NA,NA,NA,2.7,3.14,NA,NA,4.96,NA,0,NA,NA,NA,0,5.85,NA,NA,NA,NA,1.04,NA
"Stephen Piscotty",NA,NA,NA,NA,NA,NA,NA,2.7,4.08,NA,NA,NA,7.39,0.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"Derek Norris",NA,NA,NA,NA,NA,NA,NA,2.64,2.52,NA,NA,4.48,NA,1,NA,NA,NA,0,5.08,NA,NA,NA,NA,1.04,NA
"Luis Sardinas",NA,NA,NA,NA,NA,NA,NA,2.56,3.08,NA,NA,6.02,NA,0.1,NA,NA,NA,1.56,NA,NA,NA,NA,NA,1.05,NA
"Nick Franklin",NA,NA,NA,NA,NA,NA,NA,2.46,3.12,NA,NA,5.97,NA,1.4,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"JaCoby Jones",NA,NA,NA,NA,NA,NA,NA,2.44,2.51,NA,NA,2.33,NA,1.5,NA,NA,NA,0,5.92,NA,NA,NA,NA,0.99,NA
"Scooter Gennett",NA,NA,NA,NA,NA,NA,NA,2.39,2.93,NA,NA,5.66,NA,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,1.02,NA
"Geovany Soto",NA,NA,NA,NA,NA,NA,NA,2.38,3.14,NA,NA,5.93,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Michael Conforto",NA,NA,NA,NA,NA,NA,NA,2.33,1.96,NA,NA,4.31,NA,0.4,NA,NA,NA,2.27,NA,NA,NA,NA,NA,1.06,NA
"Nick Ahmed",NA,NA,NA,NA,NA,NA,NA,2.3,2.09,NA,NA,4.63,NA,0.6,NA,NA,NA,1.66,NA,NA,NA,NA,NA,0.96,NA
"Chris Gimenez",NA,NA,NA,NA,NA,NA,NA,2.26,2.7,NA,NA,3.65,5.38,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Conor Gillaspie",NA,NA,NA,NA,NA,NA,NA,2.26,2.42,NA,NA,4.96,NA,0.3,NA,NA,NA,1.53,NA,NA,NA,NA,NA,1.05,NA
"Roberto Perez",NA,NA,NA,NA,NA,NA,NA,2.22,2.48,NA,NA,4.98,NA,0.2,NA,NA,NA,1.47,NA,NA,NA,NA,NA,0.96,NA
"Collin McHugh",NA,NA,NA,NA,NA,NA,NA,2.2,0,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seung Hwan Oh",NA,NA,NA,NA,NA,NA,NA,2.2,0,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"S. Oh"
"Kirk Nieuwenhuis",NA,NA,NA,NA,NA,NA,NA,2.19,2.81,NA,NA,5.36,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"Cameron Rupp",NA,NA,NA,NA,NA,NA,NA,2.18,2.88,NA,NA,5.45,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Carlos Ruiz",NA,NA,NA,NA,NA,NA,NA,2.15,2.37,NA,NA,4.75,NA,0.1,NA,NA,NA,1.61,NA,NA,NA,NA,NA,1.05,NA
"Steve Pearce",NA,NA,NA,NA,NA,NA,NA,2.1,2.66,NA,NA,5.09,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"T.J. Rivera",NA,NA,NA,NA,NA,NA,NA,2.1,1.95,NA,NA,4.23,NA,0.4,NA,NA,NA,1.67,NA,NA,NA,NA,NA,1.06,NA
"Ken Giles",NA,NA,NA,NA,NA,NA,NA,2.1,0,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,"K. Giles"
"Jeremy Hazelbaker",NA,NA,NA,NA,NA,NA,NA,2.09,1.96,NA,NA,4.24,NA,0.4,NA,NA,NA,1.64,NA,NA,NA,NA,NA,0.96,NA
"Aaron Altherr",NA,NA,NA,NA,NA,NA,NA,2.03,2.62,NA,NA,4.99,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Eduardo Escobar",NA,NA,NA,NA,NA,NA,NA,2.03,2.78,NA,NA,5.2,NA,0.9,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Andrew Miller",NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Julio Urias",NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Duffey",NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danny Santana",NA,NA,NA,NA,NA,NA,NA,1.99,2.71,NA,NA,5.07,NA,0.9,NA,NA,NA,0,NA,NA,NA,NA,NA,0.98,NA
"Ichiro Suzuki",NA,NA,NA,NA,NA,NA,NA,1.92,2.04,NA,NA,4.22,NA,0.3,NA,NA,NA,1.25,NA,NA,NA,NA,NA,1.06,NA
"Seth Smith",NA,NA,NA,NA,NA,NA,NA,1.92,2.36,NA,NA,4.55,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97,NA
"Alexi Amarista",NA,NA,NA,NA,NA,NA,NA,1.91,1.89,NA,NA,3.99,NA,0.3,NA,NA,NA,1.43,NA,NA,NA,NA,NA,0.83,NA
"Peter Bourjos",NA,NA,NA,NA,NA,NA,NA,1.91,2.41,NA,NA,4.62,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Kurt Suzuki",NA,NA,NA,NA,NA,NA,NA,1.9,2.41,NA,NA,4.61,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Dellin Betances",NA,NA,NA,NA,NA,NA,NA,1.9,0,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cristhian Adames",NA,NA,NA,NA,NA,NA,NA,1.89,2.03,NA,NA,4.1,NA,0.1,NA,NA,NA,1.48,NA,NA,NA,NA,NA,0.83,NA
"Patrick Kivlehan",NA,NA,NA,NA,NA,NA,NA,1.88,1.82,NA,NA,3.17,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA
"A.J. Ellis",NA,NA,NA,NA,NA,NA,NA,1.87,2.01,NA,NA,4.06,NA,0.1,NA,NA,NA,1.45,NA,NA,NA,NA,NA,1.06,NA
"Aroldis Chapman",NA,NA,NA,NA,NA,NA,NA,1.85,0.07,NA,NA,NA,NA,1.8,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,"A. Chapman"
"Rickie Weeks",NA,NA,NA,NA,NA,NA,NA,1.83,2.21,NA,NA,4.29,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Archie Bradley",NA,NA,NA,NA,NA,NA,NA,1.8,0,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Montgomery",NA,NA,NA,NA,NA,NA,NA,1.8,0,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwin Diaz",NA,NA,NA,NA,NA,NA,NA,1.8,0.28,NA,NA,NA,NA,1.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"E. Diaz"
"Cody Allen",NA,NA,NA,NA,NA,NA,NA,1.8,0.28,NA,NA,NA,NA,1.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"C. Allen"
"Zach Britton",NA,NA,NA,NA,NA,NA,NA,1.8,0.42,NA,NA,NA,NA,1.5,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,"Z. Britton"
"Kenley Jansen",NA,NA,NA,NA,NA,NA,NA,1.8,0.57,NA,NA,NA,NA,1.4,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"K. Jansen"
"Alex Colome",NA,NA,NA,NA,NA,NA,NA,1.8,0,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,"A. Colome"
"Hyun-Soo Kim",NA,NA,NA,NA,NA,NA,NA,1.79,2.22,NA,NA,4.27,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97,NA
"Brock Holt",NA,NA,NA,NA,NA,NA,NA,1.75,2.29,NA,NA,4.34,NA,0.9,NA,NA,NA,0,NA,NA,NA,NA,NA,0.99,NA
"Jose Martinez",NA,NA,NA,NA,NA,NA,NA,1.75,2.47,NA,NA,3.49,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.02,NA
"John Jaso",NA,NA,NA,NA,NA,NA,NA,1.74,2.07,NA,NA,4.03,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Cliff Pennington",NA,NA,NA,NA,NA,NA,NA,1.68,1.94,NA,NA,3.84,NA,0.1,NA,NA,NA,1.09,NA,NA,NA,NA,NA,1.05,NA
"Andres Blanco",NA,NA,NA,NA,NA,NA,NA,1.67,2.02,NA,NA,3.91,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Jake Marisnick",NA,NA,NA,NA,NA,NA,NA,1.67,2.89,NA,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Jabari Blash",NA,NA,NA,NA,NA,NA,NA,1.64,2.18,NA,NA,3.19,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA
"Christian Vazquez",NA,NA,NA,NA,NA,NA,NA,1.63,1.89,NA,NA,3.7,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.99,NA
"Terrance Gore",NA,NA,NA,NA,NA,NA,NA,1.63,2.02,NA,NA,3.06,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Jarrod Saltalamacchia",NA,NA,NA,NA,NA,NA,NA,1.61,1.92,NA,NA,3.73,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Kyle Barraclough",NA,NA,NA,NA,NA,NA,NA,1.6,0,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wade Davis",NA,NA,NA,NA,NA,NA,NA,1.6,0.28,NA,NA,NA,NA,1.4,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,"W. Davis"
"Matt Szczur",NA,NA,NA,NA,NA,NA,NA,1.57,2.22,NA,NA,3.14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.96,NA
"Darwin Barney",NA,NA,NA,NA,NA,NA,NA,1.56,1.9,NA,NA,3.68,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Drew Butera",NA,NA,NA,NA,NA,NA,NA,1.55,2.52,NA,NA,4.46,NA,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Miguel Rojas",NA,NA,NA,NA,NA,NA,NA,1.55,1.33,NA,NA,3.08,NA,0.7,NA,NA,NA,0.86,NA,NA,NA,NA,NA,1.06,NA
"David Robertson",NA,NA,NA,NA,NA,NA,NA,1.55,0.21,NA,NA,NA,NA,1.4,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,"D. Robertson"
"Craig Kimbrel",NA,NA,NA,NA,NA,NA,NA,1.55,0.35,NA,NA,NA,NA,1.3,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,"C. Kimbrel"
"Chris Heisey",NA,NA,NA,NA,NA,NA,NA,1.54,1.62,NA,NA,3.23,NA,1.4,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"Ryan Flaherty",NA,NA,NA,NA,NA,NA,NA,1.52,1.77,NA,NA,3.47,NA,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97,NA
"Michael Martinez",NA,NA,NA,NA,NA,NA,NA,1.5,2.13,NA,NA,3.01,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA
"Anibal Sanchez",NA,NA,NA,NA,NA,NA,NA,1.5,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad Hand",NA,NA,NA,NA,NA,NA,NA,1.5,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mikie Mahtook",NA,NA,NA,NA,NA,NA,NA,1.49,1.79,NA,NA,3.47,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0.99,NA
"Taylor Motter",NA,NA,NA,NA,NA,NA,NA,1.49,1.63,NA,NA,3.23,NA,0,NA,NA,NA,1.24,NA,NA,NA,NA,NA,1.05,NA
"Greg Garcia",NA,NA,NA,NA,NA,NA,NA,1.48,2.31,NA,NA,4.15,NA,0.3,NA,NA,NA,0,NA,NA,NA,NA,NA,1.02,NA
"Anthony Recker",NA,NA,NA,NA,NA,NA,NA,1.46,1.61,NA,NA,3.18,NA,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.04,NA
"Yolmer Sanchez",NA,NA,NA,NA,NA,NA,NA,1.46,0,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA
"Stephen Cardullo",NA,NA,NA,NA,NA,NA,NA,1.43,2.02,NA,NA,2.85,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA
"Mychal Antonio Givens",NA,NA,NA,NA,NA,NA,NA,1.4,0,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Giles",NA,NA,NA,NA,NA,NA,NA,1.4,0,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
